"","r_mf_9a_6p","r_mf_6p_10","r_sa_9a_6p","r_sa_6p_10","r_su_9a_6p","r_su_6p_10","t_mf_9a_6p","t_mf_6p_10","t_sa_9a_6p","t_sa_6p_10","t_su_9a_6p","t_su_6p_10","credit_card","longitude","latitude","geo_local_area","avg_rate","avg_time","rate_level","time_level"
"7807",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101106821099,49.2633844695579,"Mount Pleasant",1,3,"very low","very low"
"7808",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101106821099,49.2633844695579,"Mount Pleasant",1,3,"very low","very low"
"7809",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101174844501,49.2617784596588,"Mount Pleasant",1,3,"very low","very low"
"7810",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101195177942,49.2613914859537,"Mount Pleasant",1,3,"very low","very low"
"7811",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101202186498,49.2612767908961,"Mount Pleasant",1,3,"very low","very low"
"7812",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.101218097622,49.2609319096141,"Mount Pleasant",1,3,"very low","very low"
"7813",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.1405852482,49.2877911754705,"West End",1,3,"very low","very low"
"7814",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.109446305997,49.2714386031806,"Mount Pleasant",0.5,24,"very low","very high"
"7815",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.118248913684,49.2786606673315,"Downtown",3,3,"low","very low"
"7816",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.122295821428,49.2770710807642,"Downtown",1,3,"very low","very low"
"7817",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.122065936462,49.2774114947688,"Downtown",1,3,"very low","very low"
"7818",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.097696989443,49.2804123253926,"Strathcona",2.5,3,"low","very low"
"7819",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.153884379617,49.2344735673167,"Kerrisdale",1.5,3,"very low","very low"
"7820",3,1,3,1,3,1,2,4,4,4,4,4,"Yes",-123.138556967997,49.2601485957172,"Fairview",2,3.66666666666667,"low","very low"
"7821",5,1,5,1,5,1,2,4,4,4,4,4,"Yes",-123.1384773919,49.2622557564078,"Fairview",3,3.66666666666667,"low","very low"
"7822",5,1,5,1,5,1,2,4,4,4,4,4,"Yes",-123.1384773919,49.2622557564078,"Fairview",3,3.66666666666667,"low","very low"
"7823",2,1,2,1,2,1,2,4,4,4,4,4,"Yes",-123.138503762511,49.2615616543777,"Fairview",1.5,3.66666666666667,"very low","very low"
"7824",2,1,2,1,2,1,2,4,4,4,4,4,"Yes",-123.138519231066,49.2611956836621,"Fairview",1.5,3.66666666666667,"very low","very low"
"7825",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.141328742242,49.266287373627,"Fairview",1,3,"very low","very low"
"7826",4,6,4,6,4,6,2,4,2,4,2,4,"No",-123.118679888134,49.2805361526046,"Downtown",5,3,"moderate","very low"
"7827",2,1,2,1,2,1,2,4,4,4,4,4,"Yes",-123.139525566271,49.2617817071459,"Fairview",1.5,3.66666666666667,"very low","very low"
"7828",3,2,3,2,3,2,2,4,4,4,4,4,"Yes",-123.13821726973,49.2626696676037,"Fairview",2.5,3.66666666666667,"low","very low"
"7829",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.141669505485,49.2662928031928,"Fairview",1,3,"very low","very low"
"7830",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.105783594624,49.2631183239686,"Mount Pleasant",1,3,"very low","very low"
"7831",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.105951560388,49.2631221279556,"Mount Pleasant",1,3,"very low","very low"
"7832",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.106018385774,49.2629423424236,"Mount Pleasant",1,3,"very low","very low"
"7833",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.105158901531,49.2629213594782,"Mount Pleasant",1,3,"very low","very low"
"7834",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.106018385774,49.2629423424236,"Mount Pleasant",1,3,"very low","very low"
"7835",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.106117603496,49.2631266530809,"Mount Pleasant",1,3,"very low","very low"
"7836",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.106448450091,49.2631344444286,"Mount Pleasant",1,3,"very low","very low"
"7837",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.106448450091,49.2631344444286,"Mount Pleasant",1,3,"very low","very low"
"7838",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.105666922573,49.2629339390366,"Mount Pleasant",1,3,"very low","very low"
"7839",4,6,4,6,4,6,3,4,3,4,3,4,"No",-123.150279357043,49.2683154080891,"Kitsilano",5,3.5,"moderate","very low"
"7840",6,4,6,4,6,4,3,4,3,4,3,4,"No",-123.150291720685,49.267873907531,"Kitsilano",5,3.5,"moderate","very low"
"7841",4,5,4,5,4,5,2,4,2,4,2,4,"Yes",-123.12402933524,49.2850412918283,"West End",4.5,3,"moderate","very low"
"7842",4,5,4,5,4,5,2,4,2,4,2,4,"Yes",-123.12402933524,49.2850412918283,"West End",4.5,3,"moderate","very low"
"7843",4,5,4,5,4,5,2,4,2,4,2,4,"Yes",-123.124341312361,49.2848350660227,"West End",4.5,3,"moderate","very low"
"7844",6,1,6,1,6,1,2,4,4,4,4,4,"Yes",-123.138581888927,49.259521626435,"Fairview",3.5,3.66666666666667,"low","very low"
"7845",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.143481786421,49.2634326100771,"Fairview",2,3,"low","very low"
"7846",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.143315477027,49.2633851418823,"Fairview",2,3,"low","very low"
"7847",3,5,3,5,3,5,3,4,3,4,3,4,"No",-123.146427857846,49.2681161082424,"Kitsilano",4,3.5,"moderate","very low"
"7848",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.161940760127,49.2346024219332,"Kerrisdale",1,3,"very low","very low"
"7849",3,2,3,2,3,2,3,4,3,3,3,3,"No",-123.118246416603,49.2735673341703,"Downtown",2.5,3.16666666666667,"low","very low"
"7850",3,2,3,2,3,2,3,4,3,3,3,3,"No",-123.118416776573,49.273556815235,"Downtown",2.5,3.16666666666667,"low","very low"
"7851",3,2,3,2,3,2,3,4,3,3,3,3,"No",-123.118416776573,49.273556815235,"Downtown",2.5,3.16666666666667,"low","very low"
"7852",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.12406549772,49.2854078782686,"West End",5,3,"moderate","very low"
"7853",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.124535321169,49.2859117411926,"West End",5,3,"moderate","very low"
"7854",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.104529896548,49.269542983468,"Mount Pleasant",1,3,"very low","very low"
"7855",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.152641839463,49.234638065862,"Shaughnessy",1.5,3,"very low","very low"
"7856",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.145862391099,49.2643615327444,"Kitsilano",1.5,3.5,"very low","very low"
"7857",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.109291180734,49.2713050274597,"Mount Pleasant",1,3,"very low","very low"
"7858",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.109331372347,49.2699844858,"Mount Pleasant",1,3,"very low","very low"
"7859",3,1,3,1,3,1,2,4,4,4,4,4,"Yes",-123.138561567507,49.2600340361627,"Fairview",2,3.66666666666667,"low","very low"
"7860",5,4,5,4,5,4,2,4,4,4,4,4,"Yes",-123.137760335761,49.2616565431262,"Fairview",4.5,3.66666666666667,"moderate","very low"
"7861",3,2,3,2,3,2,2,4,4,4,4,4,"Yes",-123.137676055464,49.2626638462201,"Fairview",2.5,3.66666666666667,"low","very low"
"7862",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.146333397739,49.2663690267969,"Kitsilano",1,3.5,"very low","very low"
"7863",6,4,6,4,6,4,3,4,3,4,3,4,"No",-123.150291720685,49.267873907531,"Kitsilano",5,3.5,"moderate","very low"
"7864",4,3,4,3,4,3,2,4,2,4,2,4,"No",-123.155892233121,49.2680969710416,"Kitsilano",3.5,3,"low","very low"
"7865",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.120256661286,49.2775505864784,"Downtown",1,3,"very low","very low"
"7866",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.142810243996,49.2662010870262,"Fairview",1,3,"very low","very low"
"7867",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.126044707003,49.2720946821887,"Downtown",1,3.5,"very low","very low"
"7868",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.126388712243,49.2718367020528,"Downtown",1,3.5,"very low","very low"
"7869",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.095647207259,49.271818069646,"Strathcona",0.5,24,"very low","very high"
"7870",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.097568101774,49.2802859530756,"Strathcona",2.5,3,"low","very low"
"7871",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.09832091325,49.2832314244205,"Strathcona",1,3,"very low","very low"
"7872",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.125823233826,49.2727396360494,"Downtown",1,3.5,"very low","very low"
"7873",6,1,6,1,6,1,2,4,4,4,4,4,"Yes",-123.138586645814,49.25940441309,"Fairview",3.5,3.66666666666667,"low","very low"
"7874",4,1,4,1,4,1,2,4,4,4,4,4,"Yes",-123.138609591363,49.2587642860901,"Fairview",2.5,3.66666666666667,"low","very low"
"7875",3,5,3,5,3,5,3,4,3,4,3,4,"No",-123.147244993889,49.2681294981009,"Kitsilano",4,3.5,"moderate","very low"
"7876",3,1,3,1,3,1,2,4,4,4,4,4,"Yes",-123.137715019701,49.2588553079878,"Fairview",2,3.66666666666667,"low","very low"
"7877",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.143124762421,49.2683006277917,"Fairview",1,3,"very low","very low"
"7878",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.143124762421,49.2683006277917,"Fairview",1,3,"very low","very low"
"7879",2,4,2,4,2,4,2,4,2,4,2,4,"No",-123.128132416892,49.2868421010183,"West End",3,3,"low","very low"
"7880",2,4,2,4,2,4,2,4,2,4,2,4,"No",-123.127576147912,49.2863051560765,"West End",3,3,"low","very low"
"7881",2,4,2,4,2,4,2,4,2,4,2,4,"No",-123.127836090345,49.2864733573542,"West End",3,3,"low","very low"
"7882",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.097476891932,49.2818987935561,"Strathcona",1,3,"very low","very low"
"7883",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.097445158758,49.281669092491,"Strathcona",1,3,"very low","very low"
"7884",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.15266491485,49.2344546401342,"Kerrisdale",1.5,3,"very low","very low"
"7885",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.15266491485,49.2344546401342,"Kerrisdale",1.5,3,"very low","very low"
"7886",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.153022260136,49.2344600772261,"Kerrisdale",1.5,3,"very low","very low"
"7887",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.153022260136,49.2344600772261,"Kerrisdale",1.5,3,"very low","very low"
"7888",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.153194922053,49.2344624660066,"Kerrisdale",1.5,3,"very low","very low"
"7889",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.097648996411,49.2819402869191,"Strathcona",1,3,"very low","very low"
"7890",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.111859425345,49.2684804617463,"Mount Pleasant",1,3,"very low","very low"
"7891",3,1,3,1,3,1,2,4,4,4,4,4,"Yes",-123.138810779742,49.2603276825904,"Fairview",2,3.66666666666667,"low","very low"
"7892",1,2,1,2,1,2,2,4,2,4,2,4,"No",-123.11977114562,49.2789297645696,"Downtown",1.5,3,"very low","very low"
"7893",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.139579644812,49.2645821200271,"Fairview",1.5,3,"very low","very low"
"7894",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.14010774658,49.2645902061966,"Fairview",1.5,3,"very low","very low"
"7895",4,1,4,1,4,1,2,4,2,4,2,4,"No",-123.116629282909,49.2623236828865,"Fairview",2.5,3,"low","very low"
"7896",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.143674532783,49.2645377915799,"Fairview",1.5,3,"very low","very low"
"7897",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.143849789347,49.2645409916953,"Fairview",1.5,3,"very low","very low"
"7898",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.173221264615,49.2642391909905,"Kitsilano",1,3,"very low","very low"
"7899",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.144841528084,49.2645564837996,"Fairview",1.5,3,"very low","very low"
"7900",6,7,6,7,6,7,2,4,2,4,2,4,"Yes",-123.122484277918,49.275069847779,"Downtown",6.5,3,"high","very low"
"7901",4,3,4,3,4,3,2,4,2,4,2,4,"No",-123.145864886076,49.2707286932612,"Kitsilano",3.5,3,"low","very low"
"7902",4,1,4,1,4,1,2,4,2,4,2,4,"No",-123.116133108899,49.2773426709992,"Downtown",2.5,3,"low","very low"
"7903",2,2,2,2,2,2,2,4,2,4,2,4,"No",-123.06965631687,49.2732276956202,"Grandview-Woodland",2,3,"low","very low"
"7904",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.139494386975,49.2644705924827,"Fairview",1.5,3,"very low","very low"
"7905",3,3,3,3,3,3,2,4,2,4,2,4,"Yes",-123.109759266061,49.2817610196368,"Downtown",3,3,"low","very low"
"7906",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.102428587504,49.2620796839442,"Mount Pleasant",1.5,3,"very low","very low"
"7907",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.101867035138,49.2620702407032,"Mount Pleasant",1.5,3,"very low","very low"
"7908",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.156074489066,49.2355014402353,"Arbutus-Ridge",2,3,"low","very low"
"7909",5,1,4,2,4,2,2,4,2,4,2,4,"No",-123.117195187366,49.2631644230531,"Fairview",3,3,"low","very low"
"7910",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.124820367411,49.2634884591459,"Fairview",3,3,"low","very low"
"7911",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.124995628861,49.2634955557929,"Fairview",3,3,"low","very low"
"7912",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.102992445227,49.264444966951,"Mount Pleasant",3,3,"low","very low"
"7913",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.12544620021,49.2635048722471,"Fairview",3,3,"low","very low"
"7914",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.125623237182,49.2635074684108,"Fairview",3,3,"low","very low"
"7915",3,1,3,1,3,1,2,4,2,4,2,4,"No",-123.139000824371,49.2661397978302,"Fairview",2,3,"low","very low"
"7916",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.125623237182,49.2635074684108,"Fairview",3,3,"low","very low"
"7917",4,1,4,1,4,1,2,4,2,4,2,4,"No",-123.11609709978,49.2622043127321,"Fairview",2.5,3,"low","very low"
"7918",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.097433065006,49.2832144649568,"Strathcona",1,3,"very low","very low"
"7919",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.125967827434,49.2635126702645,"Fairview",3,3,"low","very low"
"7920",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.124779698728,49.2632764860402,"Fairview",3,3,"low","very low"
"7921",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.124779698728,49.2632764860402,"Fairview",3,3,"low","very low"
"7922",5,4,5,4,5,4,2,4,2,4,2,4,"No",-123.101544055256,49.2803589505339,"Downtown",4.5,3,"moderate","very low"
"7923",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.12479279523,49.2756090228922,"Downtown",1.5,3,"very low","very low"
"7924",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.103925438895,49.2638133067856,"Mount Pleasant",3,3,"low","very low"
"7925",3,3,3,3,3,3,2,4,2,4,2,4,"No",-123.103925438895,49.2638133067856,"Mount Pleasant",3,3,"low","very low"
"7926",2,2,2,2,2,2,2,4,2,4,2,4,"No",-123.143277011943,49.26438887483,"Fairview",2,3,"low","very low"
"7927",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.100582120549,49.2547337275792,"Riley Park",1,3,"very low","very low"
"7928",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.100552399621,49.2529290062716,"Riley Park",1,3,"very low","very low"
"7929",6,4,6,4,6,4,2,4,2,4,2,4,"No",-123.11258998093,49.2836885800441,"Downtown",5,3,"moderate","very low"
"7930",6,3,6,3,6,3,2,4,2,4,2,4,"No",-123.113165216896,49.2831040873256,"Downtown",4.5,3,"moderate","very low"
"7931",6,3,6,3,6,3,2,4,2,4,2,4,"No",-123.11357172691,49.2828363248832,"Downtown",4.5,3,"moderate","very low"
"7932",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.130818003235,49.2644418825365,"Fairview",1,3,"very low","very low"
"7933",7,2,7,2,7,2,2,4,2,4,2,4,"Yes",-123.122962121617,49.2805052202499,"Downtown",4.5,3,"moderate","very low"
"7934",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.210971841013,49.2639364261408,"West Point Grey",1,3,"very low","very low"
"7935",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.211135880165,49.2639386811365,"West Point Grey",1,3,"very low","very low"
"7936",1,1,1,1,1,1,2,4,4,4,4,4,"Yes",-123.11245103939,49.2789495605464,"Downtown",1,3.66666666666667,"very low","very low"
"7937",1,1,1,1,1,1,2,4,4,4,4,4,"Yes",-123.112565226164,49.2790230569417,"Downtown",1,3.66666666666667,"very low","very low"
"7938",1,1,1,1,1,1,2,4,4,4,4,4,"Yes",-123.112607598466,49.2788048554995,"Downtown",1,3.66666666666667,"very low","very low"
"7939",4,3,4,3,4,3,2,4,2,4,2,4,"No",-123.145811574741,49.270606740703,"Kitsilano",3.5,3,"low","very low"
"7940",1,1,1,1,1,1,24,24,24,24,24,24,"Yes",-123.10385912577,49.2778095024314,"Downtown",1,24,"very low","very high"
"7941",5,3,5,3,5,3,2,4,2,4,2,4,"Yes",-123.117497705519,49.2802402589412,"Downtown",4,3,"moderate","very low"
"7942",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.118854381742,49.2795352863702,"Downtown",2.5,3,"low","very low"
"7943",7,2,7,2,7,2,2,4,2,4,2,4,"No",-123.121889170779,49.2638129873162,"Fairview",4.5,3,"moderate","very low"
"7944",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.145900576467,49.267219962653,"Kitsilano",0.5,24,"very low","very high"
"7945",4,6,4,6,4,6,2,4,2,4,2,4,"No",-123.126522366393,49.2856201449728,"West End",5,3,"moderate","very low"
"7946",1,1,1,1,1,1,3,3,3,3,3,3,"Yes",-123.102028788843,49.2690824162034,"Mount Pleasant",1,3,"very low","very low"
"7947",6,7,6,7,6,7,2,4,2,4,2,4,"Yes",-123.119421285265,49.2763817279161,"Downtown",6.5,3,"high","very low"
"7948",6,7,6,7,6,7,2,4,2,4,2,4,"Yes",-123.120083281901,49.2759434619704,"Downtown",6.5,3,"high","very low"
"7949",7,2,7,2,7,2,2,4,2,4,2,4,"Yes",-123.123352972546,49.2802457424707,"Downtown",4.5,3,"moderate","very low"
"7950",5,5,5,5,5,5,2,4,2,4,2,4,"No",-123.124349170805,49.284208966463,"West End",5,3,"moderate","very low"
"7951",4,6,4,6,4,6,2,4,2,4,2,4,"No",-123.126002251149,49.28528273766,"West End",5,3,"moderate","very low"
"7952",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.122309532282,49.2785126165346,"Downtown",1,3.5,"very low","very low"
"7953",5,1,4,2,4,2,2,4,2,4,2,4,"No",-123.116506862518,49.263140940069,"Fairview",3,3,"low","very low"
"7954",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.101437191059,49.2446897725026,"Riley Park",2.5,3,"low","very low"
"7955",2,1,2,1,2,1,3,4,3,4,3,4,"No",-123.113641826434,49.2670866792858,"Mount Pleasant",1.5,3.5,"very low","very low"
"7956",5,3,5,3,5,3,2,4,2,4,2,4,"No",-123.110273771172,49.2824976575631,"Downtown",4,3,"moderate","very low"
"7957",7,3,7,3,7,3,2,4,2,4,2,4,"Yes",-123.114656023972,49.2859033549778,"Downtown",5,3,"moderate","very low"
"7958",4,6,4,6,4,6,2,4,2,4,2,4,"No",-123.125712339938,49.2852694347288,"West End",5,3,"moderate","very low"
"7959",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.137297584027,49.2644349942018,"Fairview",1.5,3,"very low","very low"
"7960",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.100441440476,49.2645528074363,"Mount Pleasant",1,3,"very low","very low"
"7961",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.210643913816,49.2637768916873,"West Point Grey",1,3,"very low","very low"
"7962",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.210643913816,49.2637768916873,"West Point Grey",1,3,"very low","very low"
"7963",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.211093024833,49.2637841857134,"West Point Grey",1,3,"very low","very low"
"7964",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.211587904954,49.2637912862438,"West Point Grey",1,3,"very low","very low"
"7965",1,4,1,4,1,4,2,4,2,4,2,4,"No",-123.069594282763,49.2644765941957,"Grandview-Woodland",2.5,3,"low","very low"
"7966",7,4,7,4,7,4,2,4,2,4,2,4,"Yes",-123.120972101818,49.2818212016138,"Downtown",5.5,3,"moderate","very low"
"7967",0.5,0.5,0.5,0.5,0.5,0.5,24,24,24,24,24,24,"No",-123.139613582543,49.285922608221,"West End",0.5,24,"very low","very high"
"7968",6,1,6,1,6,1,2,4,2,4,2,4,"No",-123.119776249555,49.2636626383112,"Fairview",3.5,3,"low","very low"
"7969",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.101285743338,49.2527575374232,"Riley Park",1,3,"very low","very low"
"7970",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.101301147525,49.2526634428822,"Riley Park",1,3,"very low","very low"
"7971",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.136870786062,49.2644276747483,"Fairview",1.5,3,"very low","very low"
"7972",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.101314229771,49.2518578012012,"Riley Park",1,3,"very low","very low"
"7973",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.100676138,49.2521223148487,"Riley Park",1,3,"very low","very low"
"7974",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.100588506007,49.2520262142453,"Riley Park",1,3,"very low","very low"
"7975",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.100588506007,49.2520262142453,"Riley Park",1,3,"very low","very low"
"7976",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.100504118545,49.2511184446459,"Riley Park",1,3,"very low","very low"
"7977",1,1,1,1,1,1,2,4,2,4,2,4,"Yes",-123.100504118545,49.2511184446459,"Riley Park",1,3,"very low","very low"
"7978",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.1279461761,49.2889745762092,"Downtown",1,3,"very low","very low"
"7979",2,3,2,3,2,3,3,4,3,4,3,4,"No",-123.106787760581,49.2796358953697,"Downtown",2.5,3.5,"low","very low"
"7980",4,3,4,3,4,3,2,4,2,4,2,4,"No",-123.146212419112,49.2707350903599,"Kitsilano",3.5,3,"low","very low"
"7981",4,1,4,1,4,1,2,4,2,4,2,4,"No",-123.116006684067,49.2774272178037,"Downtown",2.5,3,"low","very low"
"7982",8,3,8,3,8,3,2,4,2,4,2,4,"Yes",-123.115398683756,49.286406570168,"Downtown",5.5,3,"moderate","very low"
"7983",7,3,7,3,7,3,3,4,3,4,3,4,"Yes",-123.126723928839,49.2792846296099,"Downtown",5,3.5,"moderate","very low"
"7984",8,7,8,7,8,7,2,4,2,4,2,4,"No",-123.116440771188,49.2823999828441,"Downtown",7.5,3,"high","very low"
"7985",8,7,8,7,8,7,2,4,2,4,2,4,"No",-123.116681417589,49.2822412000992,"Downtown",7.5,3,"high","very low"
"7986",1,1,1,1,1,1,2,4,2,4,2,4,"No",-123.108957556539,49.269399377545,"Mount Pleasant",1,3,"very low","very low"
"7987",6,5,6,5,6,5,2,4,2,4,2,4,"No",-123.124233282617,49.2600233185463,"Fairview",5.5,3,"moderate","very low"
"7988",3,1,3,1,3,1,3,4,3,4,3,4,"No",-123.141394633078,49.2696721871091,"Fairview",2,3.5,"low","very low"
"7989",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.160030809189,49.2342186294062,"Kerrisdale",1.5,3,"very low","very low"
"7990",1,1,1,1,1,1,3,4,3,4,3,4,"No",-123.159967148116,49.2680435108145,"Kitsilano",1,3.5,"very low","very low"
"7991",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.125361892175,49.2750449392565,"Downtown",1.5,3,"very low","very low"
"7992",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.125486158827,49.274963757715,"Downtown",1.5,3,"very low","very low"
"7993",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.124912642247,49.2755297627244,"Downtown",1.5,3,"very low","very low"
"7994",3,2,3,2,3,2,2,4,2,4,2,4,"No",-123.098376150694,49.2804267891146,"Strathcona",2.5,3,"low","very low"
"7995",5,2,5,2,5,2,2,4,2,4,2,4,"No",-123.110200136065,49.2828288222618,"Downtown",3.5,3,"low","very low"
"7996",4,1,4,1,4,1,3,4,3,4,3,4,"No",-123.105785788276,49.2665620728576,"Mount Pleasant",2.5,3.5,"low","very low"
"7997",2,1,2,1,2,1,2,4,2,4,2,4,"No",-123.110191048761,49.2665238188213,"Mount Pleasant",1.5,3,"very low","very low"
"7998",8,7,8,7,8,7,2,4,2,4,2,4,"Yes",-123.120262953277,49.2877091030173,"Downtown",7.5,3,"high","very low"
"7999",5,1,5,1,5,1,2,4,2,4,2,4,"No",-123.125596674851,49.263276950127,"Fairview",3,3,"low","very low"
"8000",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.101138337938,49.2452105347917,"Riley Park",2.5,3,"low","very low"
"8001",4,1,4,1,4,1,2,4,2,4,2,4,"No",-123.138851266235,49.2654018311992,"Fairview",2.5,3,"low","very low"
"8002",4,1,4,1,4,1,2,4,2,4,2,4,"No",-123.140544887707,49.2653349280642,"Fairview",2.5,3,"low","very low"
"8003",3,4,3,4,3,4,2,4,2,4,2,4,"No",-123.069466699652,49.2723557980349,"Grandview-Woodland",3.5,3,"low","very low"
"8004",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.102427324615,49.2637804627999,"Mount Pleasant",2.5,3,"low","very low"
"8005",2,3,2,3,2,3,3,4,3,4,3,4,"No",-123.107085179144,49.2795590261571,"Downtown",2.5,3.5,"low","very low"
"8006",6,1,6,1,6,1,2,4,2,4,2,4,"No",-123.119776249555,49.2636626383112,"Fairview",3.5,3,"low","very low"
"8007",6,4,6,4,6,4,2,4,2,4,2,4,"Yes",-123.130030228363,49.2810731202139,"West End",5,3,"moderate","very low"
"8008",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.10189087899,49.2637714021974,"Mount Pleasant",2.5,3,"low","very low"
"8009",2,3,2,3,2,3,2,4,2,4,2,4,"No",-123.101141254336,49.2451046763174,"Riley Park",2.5,3,"low","very low"
